"site","2016.01","2016.02","2016.03","2016.04","2016.05","2016.06","2016.07","2016.08","2016.09","2016.10","2016.11","2016.12","2017.01","2017.02","2017.03","2017.04","2017.05","2017.06","2017.07","2017.08","2017.09","2017.10","2017.11","2017.12","2018.01","2018.02","2018.03","2018.04","2018.05","2018.06"
"debb007",27.4217876308065,15.2526436744253,20.2720295666398,16.8024722186528,18.1534139750403,17.3593185152148,16.4869324290811,14.0921102117876,24.7791098710153,16.405913974543,18.234763885375,19.056465050672,29.7757661249866,37.0052529722917,17.2742338670161,16.8455555519444,18.9992370539237,15.0650486754937,15.601144007362,13.9311170893001,16.2939777430181,13.8079973083602,16.6055833298889,12.6509005339382,14.9026881685887,26.1255952347619,27.5654569855242,22.0505555519444,20.4544354798253,17.8372222187083
"debb021",28.6125940824462,16.6507614903161,21.648400534207,17.6791944409167,22.1505248955585,17.8779415824478,15.9804177861051,14.9945833299731,27.9085654556267,18.1824059104032,17.7684027739444,17.1761827923656,24.0531451574328,34.4759077343899,16.4102688138844,14.978166663,18.6375537599866,15.8466898438804,15.2960887064113,15.5390847876312,17.5621666627917,14.9884094216642,15.3101249968611,11.9642799427725,13.7790040341992,22.2473214247768,23.9805107493011,20.5173611074861,21.8231182759543,17.1540277745833
"debb048",25.3330779535887,15.4966953986351,18.9884542977016,15.0581470967185,16.5451344050806,14.4003055517917,11.302684985666,12.9460752655645,20.9889166633056,18.1032930070699,17.3846944407361,17.8188306414113,24.3459005336559,32.0355952342708,15.8411424696909,12.6958055517917,14.4190725773387,13.0828055524861,13.761345891817,14.514596770457,15.1003055519306,15.8009677383468,14.6311805519028,11.7952348959597,14.3326873352067,20.4815714248286,22.9442580609032,19.6841333298,18.1344961205297,14.0285140530656
"debb053",23.7814322545806,14.7583563496409,18.2693161253548,13.7763466627867,17.8244573609819,16.26993333024,13.4049483168992,10.9522351380233,18.2519919751337,16.1921677385419,14.7095333295467,13.1380620122093,21.6414599445866,32.1911142822,16.986774190129,14.2151466629067,17.5493548353032,14.6593733300667,19.052206448271,15.2810103590933,16.118676466631,15.5695342783571,15.2953475901203,11.977299737907,16.6596491192038,22.6943368072578,24.2221774158468,19.7002789363598,18.6008064481048,16.6587499966111
"debb055",25.5233467706586,14.4317097666092,18.1131451579839,14.8678611075694,16.4806182762097,14.7792916635,12.8627553725,11.1365053727688,16.3448621156314,16.5849059101747,15.6154861076806,15.8793557012349,22.5578294538114,30.8310428532286,14.7196774154581,13.35757332952,15.1912645127097,11.6168399968133,13.0556129002839,14.5691525387571,18.52261332932,14.8650387560853,16.1157810377437,11.9367700221705,13.9103633878197,22.0880952342708,23.9516128997581,21.7420833295417,21.3927223686792,16.7988888859444
"debb063",22.1386155877016,12.2150143643391,15.9322042977419,13.2180972188611,14.4515994587903,12.2315694412778,10.3934677382124,10.734341394328,17.4091666630694,16.5935752652419,13.6574583293889,15.8531409361074,21.1177102161578,27.9758857104857,14.2119741900516,11.1699199964133,14.5576101434045,13.3814709819568,13.7870838677419,15.2210451577161,17.5185654558774,14.5596511594057,14.967064339504,11.2808538125356,13.3603494589113,19.9803571392708,21.9392473086694,19.9699999964722,18.4415881528264,15.3773611074722
"debb064",30.1013032222581,17.385931031131,22.0917290287097,16.4921866630667,19.2187225768387,16.5920533301867,15.1719168867024,13.4544315211886,25.59134666284,18.6414496607114,19.5166486452027,17.5096645130194,26.1588005177966,38.8745808340719,18.2339483837548,15.7570266630933,17.6533074902067,12.5928037350067,13.2526692676432,12.8933727002493,16.0597599963733,14.5391225768516,16.7625233606943,12.5683053007633,16.5532903190065,28.2309278312224,28.1254193514452,19.6066934372155,19.8733606524863,15.95333333004
"debb065",22.028118275793,12.4222413756466,14.3613037596909,11.4048194409028,14.4475683028279,14.155167169772,12.581021501586,10.4479542359758,17.4994027745,16.732930103871,14.8516967976356,13.3833916514401,20.5234811793817,30.4672321388393,12.8948521467339,12.3369861070556,14.1462365554032,11.4405013892897,13.0152269367643,12.2546102115457,15.6543888849722,14.2449731146237,14.5320833295694,10.0686827922581,11.8544516095097,18.8282639849067,20.4065976678396,16.91226666328,18.2561290285032,13.3107999966267
"debb066",25.9173806414968,13.8161187808978,17.2306838669548,12.39311999652,17.1571562053405,16.7943682762231,14.3096498021141,13.0363708576159,18.95698666344,15.0813071858562,15.1516266631333,14.2735058179819,23.1970026842608,33.3086160673065,12.3096639750269,11.6781641129624,15.3876478459812,13.6207112933333,13.0754065007588,12.4893698598082,13.8968611073889,14.1758615348462,12.7589444406111,9.91390603649664,13.9638709641032,22.8845272168768,24.2018064480258,17.14986666336,18.5598965035058,15.0657753975267
"debb067",25.6027419314516,14.9383476975431,19.3901747275134,17.3382475627399,21.9662768780645,18.6839221107371,13.8606720394489,13.0018951577823,22.8300555520694,15.987620964086,15.2860972182083,15.0782384791599,22.0545356622746,31.4237499961161,16.4243413944489,13.4736111073333,18.512728491371,12.8081919298331,14.0748387064919,16.4739892149865,18.1239499267177,15.343333329664,16.4879848453333,11.7139381685753,13.9719085984946,21.7601190440327,24.3468299678963,24.2723981862896,27.5384408562769,20.8613540159238
